state_rank,class_rank,team,classification,record,mfpi,state_rank_change,class_rank_change,mfpi_change,sos,pf_per_game,pa_per_game,maxpreps_state_rank,maxpreps_rating,maxpreps_strength,schedule_direction,class_schedule_delta,up_games,same_class_games,down_games
215,27,West Lowndes High School,1A,0-1,25.0,,,,34.4,14.0,33.0,208,28.81,25.8,Mostly same class,0.0,0,1,0
216,28,Resurrection,1A,0-1,24.8,,,,62.8,15.0,56.0,250,19.57,24.0,Playing up,1.0,1,0,0
217,37,Puckett Attendance Center,2A,0-1,24.6,,,,34.9,0.0,13.0,244,20.86,18.6,Playing down,-1.0,0,0,1
218,29,Riverside High School,1A,0-1,24.3,,,,78.9,0.0,61.0,262,15.71,22.6,Playing up,2.0,1,0,0
219,30,McAdams Attendance Center,1A,0-1,23.2,,,,70.6,0.0,44.0,248,20.01,23.3,Playing up,1.0,1,0,0
220,38,M. S. Palmer High School,2A,0-1,23.0,,,,61.0,6.0,44.0,254,19.3,22.1,Playing down,-1.0,0,0,1
221,31,Shaw High School,1A,0-1,22.9,,,,50.9,0.0,30.0,238,23.68,23.9,Mostly same class,0.0,0,1,0
222,39,East Union Attendance Center,2A,0-1,22.5,,,,61.9,0.0,42.0,256,19.1,22.1,Playing down,-1.0,0,0,1
223,32,West Bolivar High School,1A,0-1,20.6,,,,44.0,8.0,34.0,258,18.73,19.2,Mostly same class,0.0,0,1,0
224,33,West Lincoln School,1A,0-1,20.5,,,,39.4,0.0,25.0,259,17.78,20.6,Mostly same class,0.0,0,1,0
225,34,Ashland Middle-High School,1A,0-1,20.0,,,,57.3,14.0,52.0,263,13.99,19.1,Mostly same class,0.0,0,1,0
